Geography,Category,year,thousands
Cyprus,Population Aged 65+,2018,163.5
Denmark,Population Aged 65+,2018,1116.1
Finland,Population Aged 65+,2018,1179.3
France,Population Aged 65+,2018,12896.8
Germany,Population Aged 65+,2018,17709.7
Gibraltar,Population Aged 65+,2018,5.5
Greece,Population Aged 65+,2018,2340.2
Iceland,Population Aged 65+,2018,49.9
Ireland,Population Aged 65+,2018,668.6
Italy,Population Aged 65+,2018,13565.1
Liechtenstein,Population Aged 65+,2018,6.6
Luxembourg,Population Aged 65+,2018,85.5
Malta,Population Aged 65+,2018,89.5
Monaco,Population Aged 65+,2018,15.4
Netherlands,Population Aged 65+,2018,3239.1
Norway,Population Aged 65+,2018,896.4
Portugal,Population Aged 65+,2018,2213.3
Spain,Population Aged 65+,2018,8959.5
Sweden,Population Aged 65+,2018,2006.1
Switzerland,Population Aged 65+,2018,1550.4
Turkey,Population Aged 65+,2018,6895.4
United Kingdom,Population Aged 65+,2018,12092.1
Asia Pacific,Population Aged 60-64,2019,182244.8
Afghanistan,Population Aged 60-64,2019,589.9
Armenia,Population Aged 60-64,2019,188.3
Azerbaijan,Population Aged 60-64,2019,466.1
Bangladesh,Population Aged 60-64,2019,4155.1
Bhutan,Population Aged 60-64,2019,20.5
Brunei Darussalam,Population Aged 60-64,2019,16.3
Cambodia,Population Aged 60-64,2019,439.2
China,Population Aged 60-64,2019,78677.0
Fiji,Population Aged 60-64,2019,32.7
French Polynesia,Population Aged 60-64,2019,12.4
Guam,Population Aged 60-64,2019,7.6
"Hong Kong, China",Population Aged 60-64,2019,574.8
India,Population Aged 60-64,2019,47616.5
Indonesia,Population Aged 60-64,2019,9930.5
Japan,Population Aged 60-64,2019,7524.2
Kazakhstan,Population Aged 60-64,2019,785.1
Kiribati,Population Aged 60-64,2019,2.9
Kyrgyzstan,Population Aged 60-64,2019,207.4
Laos,Population Aged 60-64,2019,178.2
"Macau, China",Population Aged 60-64,2019,42.8
Malaysia,Population Aged 60-64,2019,1192.4
Maldives,Population Aged 60-64,2019,11.1
Mongolia,Population Aged 60-64,2019,91.0
Myanmar,Population Aged 60-64,2019,2011.9
Nepal,Population Aged 60-64,2019,802.2
New Caledonia,Population Aged 60-64,2019,12.2
North Korea,Population Aged 60-64,2019,1341.3
Pakistan,Population Aged 60-64,2019,5013.4
Papua New Guinea,Population Aged 60-64,2019,210.8
Philippines,Population Aged 60-64,2019,3270.5
Samoa,Population Aged 60-64,2019,5.7
Singapore,Population Aged 60-64,2019,454.4
Solomon Islands,Population Aged 60-64,2019,12.8
South Korea,Population Aged 60-64,2019,3623.6
Sri Lanka,Population Aged 60-64,2019,1084.4
Taiwan,Population Aged 60-64,2019,1619.8
Tajikistan,Population Aged 60-64,2019,228.6
Thailand,Population Aged 60-64,2019,4212.0
Tonga,Population Aged 60-64,2019,2.9
Turkmenistan,Population Aged 60-64,2019,192.7
Uzbekistan,Population Aged 60-64,2019,1120.9
Vanuatu,Population Aged 60-64,2019,6.4
Vietnam,Population Aged 60-64,2019,4256.3
Australasia,Population Aged 60-64,2019,1667.6
Australia,Population Aged 60-64,2019,1391.9
New Zealand,Population Aged 60-64,2019,275.7
Eastern Europe,Population Aged 60-64,2019,22108.3
Albania,Population Aged 60-64,2019,180.6
Belarus,Population Aged 60-64,2019,648.0
Bosnia and Herzegovina,Population Aged 60-64,2019,255.9
Bulgaria,Population Aged 60-64,2019,480.5
Croatia,Population Aged 60-64,2019,297.7
Czech Republic,Population Aged 60-64,2019,679.0
Estonia,Population Aged 60-64,2019,85.1
Georgia,Population Aged 60-64,2019,237.3
Hungary,Population Aged 60-64,2019,694.9
Latvia,Population Aged 60-64,2019,129.7
Lithuania,Population Aged 60-64,2019,188.0
Moldova,Population Aged 60-64,2019,262.9
Montenegro,Population Aged 60-64,2019,40.1
North Macedonia,Population Aged 60-64,2019,127.9
Poland,Population Aged 60-64,2019,2776.0
Romania,Population Aged 60-64,2019,1340.3
Russia,Population Aged 60-64,2019,9866.9
Serbia,Population Aged 60-64,2019,514.2
Slovakia,Population Aged 60-64,2019,365.4
Slovenia,Population Aged 60-64,2019,145.4
Ukraine,Population Aged 60-64,2019,2792.6
Latin America,Population Aged 60-64,2019,25285.6
Antigua and Barbuda,Population Aged 60-64,2019,4.4
Argentina,Population Aged 60-64,2019,1899.5
Aruba,Population Aged 60-64,2019,7.4
Bahamas,Population Aged 60-64,2019,16.5
Barbados,Population Aged 60-64,2019,18.1
Belize,Population Aged 60-64,2019,9.9
Bolivia,Population Aged 60-64,2019,328.2
Brazil,Population Aged 60-64,2019,9113.8
Chile,Population Aged 60-64,2019,969.5
Colombia,Population Aged 60-64,2019,2012.0
Costa Rica,Population Aged 60-64,2019,218.0
Cuba,Population Aged 60-64,2019,586.1
Curacao,Population Aged 60-64,2019,10.9
Dominican Republic,Population Aged 60-64,2019,375.6
Ecuador,Population Aged 60-64,2019,582.3
El Salvador,Population Aged 60-64,2019,217.4
French Guiana,Population Aged 60-64,2019,9.5
Grenada,Population Aged 60-64,2019,5.5
Guadeloupe,Population Aged 60-64,2019,26.4
Guatemala,Population Aged 60-64,2019,395.4
Guyana,Population Aged 60-64,2019,28.9
Haiti,Population Aged 60-64,2019,286.9
Honduras,Population Aged 60-64,2019,229.6
Jamaica,Population Aged 60-64,2019,119.0
Martinique,Population Aged 60-64,2019,27.6
Mexico,Population Aged 60-64,2019,4391.9
Nicaragua,Population Aged 60-64,2019,195.0
Panama,Population Aged 60-64,2019,153.5
Paraguay,Population Aged 60-64,2019,216.8
Peru,Population Aged 60-64,2019,1206.9
Puerto Rico,Population Aged 60-64,2019,192.9
St Lucia,Population Aged 60-64,2019,8.0
St Vincent and the Grenadines,Population Aged 60-64,2019,5.1
Suriname,Population Aged 60-64,2019,20.2
Trinidad and Tobago,Population Aged 60-64,2019,73.2
Uruguay,Population Aged 60-64,2019,177.0
US Virgin Islands,Population Aged 60-64,2019,7.4
Venezuela,Population Aged 60-64,2019,1139.3
Middle East and Africa,Population Aged 60-64,2019,32655.2
Algeria,Population Aged 60-64,2019,1358.0
Angola,Population Aged 60-64,2019,451.2
Bahrain,Population Aged 60-64,2019,39.8
Benin,Population Aged 60-64,2019,210.7
Botswana,Population Aged 60-64,2019,57.9
Burkina Faso,Population Aged 60-64,2019,304.2
Burundi,Population Aged 60-64,2019,196.2
Cabo Verde,Population Aged 60-64,2019,14.8
Cameroon,Population Aged 60-64,2019,408.2
Central African Republic,Population Aged 60-64,2019,79.2
Chad,Population Aged 60-64,2019,232.2
Comoros,Population Aged 60-64,2019,16.9
"Congo, Democratic Republic",Population Aged 60-64,2019,1433.1
Congo-Brazzaville,Population Aged 60-64,2019,92.6
Côte d'Ivoire,Population Aged 60-64,2019,464.6
Djibouti,Population Aged 60-64,2019,24.7
Egypt,Population Aged 60-64,2019,2810.6
Equatorial Guinea,Population Aged 60-64,2019,19.7
Eritrea,Population Aged 60-64,2019,67.8
Eswatini,Population Aged 60-64,2019,19.6
Ethiopia,Population Aged 60-64,2019,1996.6
Gabon,Population Aged 60-64,2019,39.2
Gambia,Population Aged 60-64,2019,32.5
Ghana,Population Aged 60-64,2019,624.0
Guinea,Population Aged 60-64,2019,226.9
Guinea-Bissau,Population Aged 60-64,2019,33.2
Iran,Population Aged 60-64,2019,3024.7
Iraq,Population Aged 60-64,2019,679.0
Israel,Population Aged 60-64,2019,374.9
Jordan,Population Aged 60-64,2019,202.0
Kenya,Population Aged 60-64,2019,851.4
Kuwait,Population Aged 60-64,2019,146.8
Lebanon,Population Aged 60-64,2019,241.6
Lesotho,Population Aged 60-64,2019,54.3
Liberia,Population Aged 60-64,2019,94.3
Libya,Population Aged 60-64,2019,156.4
Madagascar,Population Aged 60-64,2019,513.4
Malawi,Population Aged 60-64,2019,267.0
Mali,Population Aged 60-64,2019,276.3
Mauritania,Population Aged 60-64,2019,85.2
Mauritius,Population Aged 60-64,2019,73.4
Morocco,Population Aged 60-64,2019,1517.0
Mozambique,Population Aged 60-64,2019,463.3
Namibia,Population Aged 60-64,2019,49.3
Niger,Population Aged 60-64,2019,354.4
Nigeria,Population Aged 60-64,2019,3542.8
Oman,Population Aged 60-64,2019,79.9
Qatar,Population Aged 60-64,2019,62.1
Réunion,Population Aged 60-64,2019,48.4
Rwanda,Population Aged 60-64,2019,245.2
Sao Tomé e Príncipe,Population Aged 60-64,2019,4.1
Saudi Arabia,Population Aged 60-64,2019,856.8
Senegal,Population Aged 60-64,2019,278.2
Seychelles,Population Aged 60-64,2019,4.6
Sierra Leone,Population Aged 60-64,2019,131.8
Somalia,Population Aged 60-64,2019,257.1
South Africa,Population Aged 60-64,2019,1759.0
South Sudan,Population Aged 60-64,2019,195.6
Sudan,Population Aged 60-64,2019,846.8
Syria,Population Aged 60-64,2019,448.6
Tanzania,Population Aged 60-64,2019,907.1
Togo,Population Aged 60-64,2019,143.1
Tunisia,Population Aged 60-64,2019,525.4
Uganda,Population Aged 60-64,2019,544.2
United Arab Emirates,Population Aged 60-64,2019,141.9
Yemen,Population Aged 60-64,2019,490.6
Zambia,Population Aged 60-64,2019,226.6
Zimbabwe,Population Aged 60-64,2019,235.9
North America,Population Aged 60-64,2019,23186.1
Canada,Population Aged 60-64,2019,2513.7
USA,Population Aged 60-64,2019,20672.4
Western Europe,Population Aged 60-64,2019,29415.0
Austria,Population Aged 60-64,2019,543.2
Belgium,Population Aged 60-64,2019,710.2
Cyprus,Population Aged 60-64,2019,63.2
Denmark,Population Aged 60-64,2019,342.7
Finland,Population Aged 60-64,2019,362.6
France,Population Aged 60-64,2019,3966.0
Germany,Population Aged 60-64,2019,5493.9
Greece,Population Aged 60-64,2019,671.9
Iceland,Population Aged 60-64,2019,19.9
Ireland,Population Aged 60-64,2019,251.3
Italy,Population Aged 60-64,2019,3819.1
Luxembourg,Population Aged 60-64,2019,33.5
Malta,Population Aged 60-64,2019,29.8
Netherlands,Population Aged 60-64,2019,1096.8
Norway,Population Aged 60-64,2019,303.7
Portugal,Population Aged 60-64,2019,668.8
Spain,Population Aged 60-64,2019,2807.4
Sweden,Population Aged 60-64,2019,565.1
Switzerland,Population Aged 60-64,2019,503.5
Turkey,Population Aged 60-64,2019,3445.9
United Kingdom,Population Aged 60-64,2019,3716.5
World,Population Aged 65+,2019,701979.6
Asia Pacific,Population Aged 65+,2019,376539.7
Afghanistan,Population Aged 65+,2019,994.8
American Samoa,Population Aged 65+,2019,2.6
Armenia,Population Aged 65+,2019,339.5
Azerbaijan,Population Aged 65+,2019,678.4
Bangladesh,Population Aged 65+,2019,8445.5
Bhutan,Population Aged 65+,2019,46.5
Brunei Darussalam,Population Aged 65+,2019,22.6
Cambodia,Population Aged 65+,2019,776.2
China,Population Aged 65+,2019,165686.0
Fiji,Population Aged 65+,2019,50.0
French Polynesia,Population Aged 65+,2019,24.2
Guam,Population Aged 65+,2019,17.1
"Hong Kong, China",Population Aged 65+,2019,1322.0
India,Population Aged 65+,2019,86330.4
Indonesia,Population Aged 65+,2019,16357.1
Japan,Population Aged 65+,2019,35880.8
Kazakhstan,Population Aged 65+,2019,1407.9
Kiribati,Population Aged 65+,2019,4.8
Kyrgyzstan,Population Aged 65+,2019,294.0
Laos,Population Aged 65+,2019,298.1
"Macau, China",Population Aged 65+,2019,71.9
Malaysia,Population Aged 65+,2019,2240.8
Maldives,Population Aged 65+,2019,19.1
Mongolia,Population Aged 65+,2019,134.8
Myanmar,Population Aged 65+,2019,3239.1
Nauru,Population Aged 65+,2019,0.2
Nepal,Population Aged 65+,2019,1650.1
New Caledonia,Population Aged 65+,2019,26.7
North Korea,Population Aged 65+,2019,2392.2
Pakistan,Population Aged 65+,2019,9365.9
Papua New Guinea,Population Aged 65+,2019,306.6
Philippines,Population Aged 65+,2019,5739.6
Samoa,Population Aged 65+,2019,9.7
Singapore,Population Aged 65+,2019,753.3
Solomon Islands,Population Aged 65+,2019,24.3
South Korea,Population Aged 65+,2019,7677.8
Sri Lanka,Population Aged 65+,2019,2315.5
Taiwan,Population Aged 65+,2019,3433.5
Tajikistan,Population Aged 65+,2019,287.3
Thailand,Population Aged 65+,2019,8642.9
Tonga,Population Aged 65+,2019,6.2
Turkmenistan,Population Aged 65+,2019,272.0
Tuvalu,Population Aged 65+,2019,0.6
Uzbekistan,Population Aged 65+,2019,1505.8
Vanuatu,Population Aged 65+,2019,10.8
Vietnam,Population Aged 65+,2019,7434.1
Australasia,Population Aged 65+,2019,4787.9
Australia,Population Aged 65+,2019,4040.1
New Zealand,Population Aged 65+,2019,747.7
Eastern Europe,Population Aged 65+,2019,53109.5
Albania,Population Aged 65+,2019,409.8
Belarus,Population Aged 65+,2019,1437.1
Bosnia and Herzegovina,Population Aged 65+,2019,600.8
Bulgaria,Population Aged 65+,2019,1493.1
Croatia,Population Aged 65+,2019,838.6
Czech Republic,Population Aged 65+,2019,2086.6
Estonia,Population Aged 65+,2019,261.8
Georgia,Population Aged 65+,2019,580.1
Hungary,Population Aged 65+,2019,1890.0
Latvia,Population Aged 65+,2019,389.0
Lithuania,Population Aged 65+,2019,552.4
Moldova,Population Aged 65+,2019,481.4
Montenegro,Population Aged 65+,2019,96.5
North Macedonia,Population Aged 65+,2019,292.1
Poland,Population Aged 65+,2019,6732.4
Romania,Population Aged 65+,2019,3596.4
Russia,Population Aged 65+,2019,21627.6
Serbia,Population Aged 65+,2019,1422.1
Slovakia,Population Aged 65+,2019,874.3
Slovenia,Population Aged 65+,2019,413.1
Ukraine,Population Aged 65+,2019,7034.6
Latin America,Population Aged 65+,2019,56291.6
Anguilla,Population Aged 65+,2019,1.1
Antigua and Barbuda,Population Aged 65+,2019,8.8
Argentina,Population Aged 65+,2019,5138.8
Aruba,Population Aged 65+,2019,15.0
Bahamas,Population Aged 65+,2019,29.2
Barbados,Population Aged 65+,2019,46.6
Belize,Population Aged 65+,2019,19.0
Bermuda,Population Aged 65+,2019,11.5
Bolivia,Population Aged 65+,2019,845.8
Brazil,Population Aged 65+,2019,19418.0
British Virgin Islands,Population Aged 65+,2019,2.2
Cayman Islands,Population Aged 65+,2019,3.4
Chile,Population Aged 65+,2019,2271.0
Colombia,Population Aged 65+,2019,4393.1
Costa Rica,Population Aged 65+,2019,431.4
Cuba,Population Aged 65+,2019,1764.6
Curacao,Population Aged 65+,2019,28.1
Dominica,Population Aged 65+,2019,8.6
Dominican Republic,Population Aged 65+,2019,783.8
Ecuador,Population Aged 65+,2019,1268.9
El Salvador,Population Aged 65+,2019,546.5
French Guiana,Population Aged 65+,2019,15.4
Grenada,Population Aged 65+,2019,10.8
Guadeloupe,Population Aged 65+,2019,75.2
Guatemala,Population Aged 65+,2019,888.2
Guyana,Population Aged 65+,2019,52.6
Haiti,Population Aged 65+,2019,569.6
Honduras,Population Aged 65+,2019,470.7
Jamaica,Population Aged 65+,2019,262.9
Martinique,Population Aged 65+,2019,79.4
Mexico,Population Aged 65+,2019,9369.0
Nicaragua,Population Aged 65+,2019,356.3
Panama,Population Aged 65+,2019,353.4
Paraguay,Population Aged 65+,2019,466.4
Peru,Population Aged 65+,2019,2743.9
Puerto Rico,Population Aged 65+,2019,585.2
St Kitts and Nevis,Population Aged 65+,2019,4.3
St Lucia,Population Aged 65+,2019,18.4
St Vincent and the Grenadines,Population Aged 65+,2019,10.8
Suriname,Population Aged 65+,2019,40.8
Trinidad and Tobago,Population Aged 65+,2019,155.2
Uruguay,Population Aged 65+,2019,521.9
US Virgin Islands,Population Aged 65+,2019,20.8
Venezuela,Population Aged 65+,2019,2185.1
Middle East and Africa,Population Aged 65+,2019,57269.1
Algeria,Population Aged 65+,2019,2821.4
Angola,Population Aged 65+,2019,700.0
Bahrain,Population Aged 65+,2019,39.9
Benin,Population Aged 65+,2019,385.0
Botswana,Population Aged 65+,2019,100.6
Burkina Faso,Population Aged 65+,2019,488.3
Burundi,Population Aged 65+,2019,265.6
Cabo Verde,Population Aged 65+,2019,25.6
Cameroon,Population Aged 65+,2019,702.7
Central African Republic,Population Aged 65+,2019,132.6
Chad,Population Aged 65+,2019,396.3
Comoros,Population Aged 65+,2019,25.9
"Congo, Democratic Republic",Population Aged 65+,2019,2618.6
Congo-Brazzaville,Population Aged 65+,2019,146.2
Côte d'Ivoire,Population Aged 65+,2019,736.0
Djibouti,Population Aged 65+,2019,45.0
Egypt,Population Aged 65+,2019,5236.1
Equatorial Guinea,Population Aged 65+,2019,32.7
Eritrea,Population Aged 65+,2019,157.9
Eswatini,Population Aged 65+,2019,46.1
Ethiopia,Population Aged 65+,2019,3942.9
Gabon,Population Aged 65+,2019,76.8
Gambia,Population Aged 65+,2019,60.1
Ghana,Population Aged 65+,2019,943.0
Guinea,Population Aged 65+,2019,374.3
Guinea-Bissau,Population Aged 65+,2019,54.7
Iran,Population Aged 65+,2019,5284.9
Iraq,Population Aged 65+,2019,1327.6
Israel,Population Aged 65+,2019,1073.4
Jordan,Population Aged 65+,2019,391.3
Kenya,Population Aged 65+,2019,1273.2
Kuwait,Population Aged 65+,2019,125.2
Lebanon,Population Aged 65+,2019,496.4
Lesotho,Population Aged 65+,2019,104.3
Liberia,Population Aged 65+,2019,161.9
Libya,Population Aged 65+,2019,301.3
Madagascar,Population Aged 65+,2019,819.0
Malawi,Population Aged 65+,2019,491.7
Mali,Population Aged 65+,2019,488.4
Mauritania,Population Aged 65+,2019,142.7
Mauritius,Population Aged 65+,2019,152.7
Morocco,Population Aged 65+,2019,2658.3
Mozambique,Population Aged 65+,2019,871.8
Namibia,Population Aged 65+,2019,89.5
Niger,Population Aged 65+,2019,605.7
Nigeria,Population Aged 65+,2019,5496.6
Oman,Population Aged 65+,2019,115.3
Qatar,Population Aged 65+,2019,55.9
Réunion,Population Aged 65+,2019,108.7
Rwanda,Population Aged 65+,2019,382.2
Sao Tomé e Príncipe,Population Aged 65+,2019,6.4
Saudi Arabia,Population Aged 65+,2019,1218.5
Senegal,Population Aged 65+,2019,503.9
Seychelles,Population Aged 65+,2019,7.6
Sierra Leone,Population Aged 65+,2019,229.4
Somalia,Population Aged 65+,2019,445.7
South Africa,Population Aged 65+,2019,3164.5
South Sudan,Population Aged 65+,2019,372.6
Sudan,Population Aged 65+,2019,1552.8
Syria,Population Aged 65+,2019,809.3
Tanzania,Population Aged 65+,2019,1520.2
Togo,Population Aged 65+,2019,233.0
Tunisia,Population Aged 65+,2019,1000.2
Uganda,Population Aged 65+,2019,867.9
United Arab Emirates,Population Aged 65+,2019,106.8
Yemen,Population Aged 65+,2019,846.3
Zambia,Population Aged 65+,2019,377.4
Zimbabwe,Population Aged 65+,2019,434.8
North America,Population Aged 65+,2019,60926.9
Canada,Population Aged 65+,2019,6595.1
USA,Population Aged 65+,2019,54331.8
Western Europe,Population Aged 65+,2019,93054.9
Austria,Population Aged 65+,2019,1668.6
Belgium,Population Aged 65+,2019,2165.3
Cyprus,Population Aged 65+,2019,168.6
Denmark,Population Aged 65+,2019,1136.1
Finland,Population Aged 65+,2019,1204.8
France,Population Aged 65+,2019,13166.2
Germany,Population Aged 65+,2019,17883.5
Gibraltar,Population Aged 65+,2019,5.5
Greece,Population Aged 65+,2019,2363.3
Iceland,Population Aged 65+,2019,51.6
Ireland,Population Aged 65+,2019,691.4
Italy,Population Aged 65+,2019,13693.2
Liechtenstein,Population Aged 65+,2019,6.8
Luxembourg,Population Aged 65+,2019,87.7
Malta,Population Aged 65+,2019,91.8
Monaco,Population Aged 65+,2019,16.1
Netherlands,Population Aged 65+,2019,3314.0
Norway,Population Aged 65+,2019,918.8
Portugal,Population Aged 65+,2019,2244.2
Spain,Population Aged 65+,2019,9105.6
Sweden,Population Aged 65+,2019,2035.7
Switzerland,Population Aged 65+,2019,1577.3
Turkey,Population Aged 65+,2019,7186.2
United Kingdom,Population Aged 65+,2019,12272.4
Asia Pacific,Population Aged 60-64,2020,185398.8
Afghanistan,Population Aged 60-64,2020,612.6
Armenia,Population Aged 60-64,2020,197.1
Azerbaijan,Population Aged 60-64,2020,507.9
Bangladesh,Population Aged 60-64,2020,4500.4
Bhutan,Population Aged 60-64,2020,21.3
Brunei Darussalam,Population Aged 60-64,2020,17.2
Cambodia,Population Aged 60-64,2020,453.5
China,Population Aged 60-64,2020,78586.7
Fiji,Population Aged 60-64,2020,34.2
French Polynesia,Population Aged 60-64,2020,12.7
Guam,Population Aged 60-64,2020,7.9
"Hong Kong, China",Population Aged 60-64,2020,591.4
India,Population Aged 60-64,2020,48706.6
Indonesia,Population Aged 60-64,2020,10394.8
Japan,Population Aged 60-64,2020,7440.7
Kazakhstan,Population Aged 60-64,2020,805.4
Kiribati,Population Aged 60-64,2020,3.0
Kyrgyzstan,Population Aged 60-64,2020,220.1
Laos,Population Aged 60-64,2020,184.3
"Macau, China",Population Aged 60-64,2020,44.8
Malaysia,Population Aged 60-64,2020,1229.4
Maldives,Population Aged 60-64,2020,11.6
Mongolia,Population Aged 60-64,2020,97.6
Myanmar,Population Aged 60-64,2020,2049.6
Nepal,Population Aged 60-64,2020,823.1
New Caledonia,Population Aged 60-64,2020,12.8
North Korea,Population Aged 60-64,2020,1472.5
Pakistan,Population Aged 60-64,2020,5279.1
Papua New Guinea,Population Aged 60-64,2020,217.0
Philippines,Population Aged 60-64,2020,3393.2
Samoa,Population Aged 60-64,2020,5.9
Singapore,Population Aged 60-64,2020,458.4
Solomon Islands,Population Aged 60-64,2020,13.4
South Korea,Population Aged 60-64,2020,3808.1
Sri Lanka,Population Aged 60-64,2020,1113.9
Taiwan,Population Aged 60-64,2020,1657.5
Tajikistan,Population Aged 60-64,2020,246.2
Thailand,Population Aged 60-64,2020,4367.7
Tonga,Population Aged 60-64,2020,3.0
Turkmenistan,Population Aged 60-64,2020,201.0
Uzbekistan,Population Aged 60-64,2020,1168.4
Vanuatu,Population Aged 60-64,2020,6.7
Vietnam,Population Aged 60-64,2020,4420.1
Australasia,Population Aged 60-64,2020,1723.1
Australia,Population Aged 60-64,2020,1437.4
New Zealand,Population Aged 60-64,2020,285.7
Eastern Europe,Population Aged 60-64,2020,22090.4
Albania,Population Aged 60-64,2020,186.5
Belarus,Population Aged 60-64,2020,665.2
Bosnia and Herzegovina,Population Aged 60-64,2020,256.7
Bulgaria,Population Aged 60-64,2020,474.8
Croatia,Population Aged 60-64,2020,295.6
Czech Republic,Population Aged 60-64,2020,651.6
Estonia,Population Aged 60-64,2020,85.7
Georgia,Population Aged 60-64,2020,241.2
Hungary,Population Aged 60-64,2020,651.4
Latvia,Population Aged 60-64,2020,131.8
Lithuania,Population Aged 60-64,2020,196.7
Moldova,Population Aged 60-64,2020,258.1
Montenegro,Population Aged 60-64,2020,39.8
North Macedonia,Population Aged 60-64,2020,128.8
Poland,Population Aged 60-64,2020,2756.7
Romania,Population Aged 60-64,2020,1297.3
Russia,Population Aged 60-64,2020,9945.0
Serbia,Population Aged 60-64,2020,491.1
Slovakia,Population Aged 60-64,2020,359.9
Slovenia,Population Aged 60-64,2020,144.7
Ukraine,Population Aged 60-64,2020,2831.7
Latin America,Population Aged 60-64,2020,26071.1
Antigua and Barbuda,Population Aged 60-64,2020,4.7
Argentina,Population Aged 60-64,2020,1923.1
Aruba,Population Aged 60-64,2020,7.7
Bahamas,Population Aged 60-64,2020,17.6
Barbados,Population Aged 60-64,2020,18.5
Belize,Population Aged 60-64,2020,10.4
Bolivia,Population Aged 60-64,2020,336.2
Brazil,Population Aged 60-64,2020,9427.8
Chile,Population Aged 60-64,2020,994.0
Colombia,Population Aged 60-64,2020,2078.0
Costa Rica,Population Aged 60-64,2020,226.6
Cuba,Population Aged 60-64,2020,607.0
Curacao,Population Aged 60-64,2020,11.2
Dominican Republic,Population Aged 60-64,2020,388.6
Ecuador,Population Aged 60-64,2020,596.5
El Salvador,Population Aged 60-64,2020,221.0
French Guiana,Population Aged 60-64,2020,9.9
Grenada,Population Aged 60-64,2020,5.7
Guadeloupe,Population Aged 60-64,2020,27.0
Guatemala,Population Aged 60-64,2020,402.2
Guyana,Population Aged 60-64,2020,30.2
Haiti,Population Aged 60-64,2020,293.0
Honduras,Population Aged 60-64,2020,237.3
Jamaica,Population Aged 60-64,2020,124.1
Martinique,Population Aged 60-64,2020,28.3
Mexico,Population Aged 60-64,2020,4544.8
Nicaragua,Population Aged 60-64,2020,199.3
Panama,Population Aged 60-64,2020,159.7
Paraguay,Population Aged 60-64,2020,220.4
Peru,Population Aged 60-64,2020,1247.6
Puerto Rico,Population Aged 60-64,2020,196.3
St Lucia,Population Aged 60-64,2020,8.4
St Vincent and the Grenadines,Population Aged 60-64,2020,5.3
Suriname,Population Aged 60-64,2020,21.6
Trinidad and Tobago,Population Aged 60-64,2020,75.7
Uruguay,Population Aged 60-64,2020,180.5
US Virgin Islands,Population Aged 60-64,2020,7.5
Venezuela,Population Aged 60-64,2020,1177.4
Middle East and Africa,Population Aged 60-64,2020,33753.5
Algeria,Population Aged 60-64,2020,1387.3
Angola,Population Aged 60-64,2020,482.0
Bahrain,Population Aged 60-64,2020,41.4
Benin,Population Aged 60-64,2020,218.6
Botswana,Population Aged 60-64,2020,59.1
Burkina Faso,Population Aged 60-64,2020,316.8
Burundi,Population Aged 60-64,2020,201.3
Cabo Verde,Population Aged 60-64,2020,15.4
Cameroon,Population Aged 60-64,2020,420.3
Central African Republic,Population Aged 60-64,2020,81.0
Chad,Population Aged 60-64,2020,236.0
Comoros,Population Aged 60-64,2020,17.5
"Congo, Democratic Republic",Population Aged 60-64,2020,1486.4
Congo-Brazzaville,Population Aged 60-64,2020,97.3
Côte d'Ivoire,Population Aged 60-64,2020,474.8
Djibouti,Population Aged 60-64,2020,26.3
Egypt,Population Aged 60-64,2020,2929.4
Equatorial Guinea,Population Aged 60-64,2020,19.7
Eritrea,Population Aged 60-64,2020,68.4
Eswatini,Population Aged 60-64,2020,19.6
Ethiopia,Population Aged 60-64,2020,2056.3
Gabon,Population Aged 60-64,2020,40.6
Gambia,Population Aged 60-64,2020,34.0
Ghana,Population Aged 60-64,2020,667.3
Guinea,Population Aged 60-64,2020,230.4
Guinea-Bissau,Population Aged 60-64,2020,33.2
Iran,Population Aged 60-64,2020,3139.2
Iraq,Population Aged 60-64,2020,669.7
Israel,Population Aged 60-64,2020,379.1
Jordan,Population Aged 60-64,2020,214.7
Kenya,Population Aged 60-64,2020,888.2
Kuwait,Population Aged 60-64,2020,160.1
Lebanon,Population Aged 60-64,2020,249.3
Lesotho,Population Aged 60-64,2020,55.2
Liberia,Population Aged 60-64,2020,97.3
Libya,Population Aged 60-64,2020,163.9
Madagascar,Population Aged 60-64,2020,529.3
Malawi,Population Aged 60-64,2020,277.6
Mali,Population Aged 60-64,2020,280.1
Mauritania,Population Aged 60-64,2020,89.1
Mauritius,Population Aged 60-64,2020,75.1
Morocco,Population Aged 60-64,2020,1567.2
Mozambique,Population Aged 60-64,2020,475.0
Namibia,Population Aged 60-64,2020,51.4
Niger,Population Aged 60-64,2020,367.1
Nigeria,Population Aged 60-64,2020,3656.6
Oman,Population Aged 60-64,2020,82.2
Qatar,Population Aged 60-64,2020,68.9
Réunion,Population Aged 60-64,2020,49.7
Rwanda,Population Aged 60-64,2020,259.2
Sao Tomé e Príncipe,Population Aged 60-64,2020,4.3
Saudi Arabia,Population Aged 60-64,2020,861.8
Senegal,Population Aged 60-64,2020,285.9
Seychelles,Population Aged 60-64,2020,4.8
Sierra Leone,Population Aged 60-64,2020,135.8
Somalia,Population Aged 60-64,2020,262.9
South Africa,Population Aged 60-64,2020,1793.8
South Sudan,Population Aged 60-64,2020,201.4
Sudan,Population Aged 60-64,2020,875.1
Syria,Population Aged 60-64,2020,465.1
Tanzania,Population Aged 60-64,2020,948.2
Togo,Population Aged 60-64,2020,148.0
Tunisia,Population Aged 60-64,2020,538.0
Uganda,Population Aged 60-64,2020,567.7
